wallet,pred_prob,pred_prob_raw,flagged,volume,n_trades,first_trade_ts,adaptive_markout_raw_grosswt_h0p070,unrealized_edge_per_open_token,adaptive_markout_raw_grosswt_h0p010,adaptive_markout_raw_grosswt_h0p150,unrealized_edge_per_open_token_sqrt,buy_markout_adj_grosswt_h0p070_lb0p150,adaptive_markout_raw_grosswt_h0p200,buy_markout_adj_grosswt_h0p030_lb0p200,high_sell_nonflattening_cash_frac_pctl90,realized_pnl_per_closing_trade,adaptive_plus_realized_alpha0p25_h0p030,buy_markout_adj_grosswt_h0p030_lb0p010,adaptive_plus_realized_alpha0p5_h0p070,buy_markout_adj_mean_h0p200_lb0p030,buy_markout_adj_mean_h0p200_lb0p200,sell_markout_adj_median_h0p150_lb0p010,n_distinct_buy_days,major_move_time_remaining_pct,time_to_major_move_pct_of_market,adaptive_markout_raw_grosswt_h0p030,herfindahl_index_markets,median_bet_size_usdc,time_since_first_deposit_to_first_trade_seconds,wallet_age_seconds,wallet_to_market_age_ratio,avg_bet_size_usdc,wallet_minus_market_age_seconds,funder_flagged_wallet_count,winrate,n_markets_traded
0xe0c1ddebe66d07f2a0503a20e8dbb4a961e50afe,0.6922892113221644,0.9861101,1,6719.824050000001,48,1765389710,0.379139587201592,0.3801823400691623,0.379139587201592,0.379139587201592,1.937053668503354,0.2602535249899042,0.379139587201592,0.1832293006235189,0.0,,0.379139587201592,0.22367923037685083,0.379139587201592,0.796217213677723,0.7247741215014966,,3,0.9986714261929254,-0.8747851050016973,0.379139587201592,1.0,999.999998,368.0,368.0,6.776562375126186e-05,999.999998,-5430114.0,,0.0,1.0
0x8dc5fcff363eef19ad5f0bfce9f1fa216d456706,0.690844487834153,0.98452663,1,9623.395377,51,1764878771,0.3308499048355852,0.3318926577031556,0.3308499048355852,0.3308499048355852,1.7203804138057186,-0.020590646100359968,0.3308499048355852,0.1460145462682419,0.0,,0.3308499048355852,0.1771081193738908,0.3308499048355852,0.86247871403429,0.8363281714026456,,2,0.9986714261929254,-0.7923539972405675,0.3308499048355852,1.0,2962.009996,88.0,88.0,1.7887840394930993e-05,2962.009996,-4919455.0,,0.0,1.0
0xd2ad216b52a5556f69b961d7f026a4cf485d08af,0.6753729917999189,0.9678152,1,6028.123124999999,32,1765829799,0.2281751749353778,0.2292179278029482,0.2281751749353778,0.2281751749353778,1.0110541829711568,0.31361247955941096,0.2281751749353778,0.12209356478816154,0.0,,0.2281751749353778,0.1541777854782142,0.2281751749353778,0.33363695509005065,0.30538695527245063,,2,0.9986714261929254,-0.9457857993771271,0.2281751749353778,0.3384309108936828,974.847,2423516.0,2423516.0,0.41282457873348266,866.078458,-3447055.0,,0.14285714285714285,7.0
0x7320e4af7f8b186a18a1700d2c71a330c8042dfa,0.6721647613053714,0.9644029,1,1536.177567,15,1765365999,0.13083553937829331,0.1311831248131078,0.13083553937829331,0.13083553937829331,0.37225570018370185,0.16801290824750098,0.13083553937829331,0.09505473617785676,0.0,211.55569429316262,0.1539382999106832,0.1088396263636042,0.1770410604430731,0.8655882882878194,0.7971362948421784,,1,0.9986714261929254,-0.8709597481662938,0.13083553937829331,1.0,499.999998,80.0,80.0,1.479626194636318e-05,499.999998,-5406691.0,,0.0,1.0
0x5546f0cea3510e7ff3f098ffbd8e38db9d2c9b24,0.6668148677008723,0.9587504,1,7.999998,2,1765874871,0.21793536991658444,0.21897812278415482,0.21793536991658444,0.21793536991658444,0.30968183110435266,0.2886498783445063,0.21793536991658444,-0.02799996822543908,0.0,,0.21793536991658444,-0.003999969897794535,0.21793536991658444,0.2936498783445063,0.26964988001686174,,1,0.9986714261929254,-0.9530573814818591,0.21793536991658444,0.9968353641966863,1259.96502,2292.0,2292.0,0.00038744731553273245,841.3100130000001,-5913351.0,0.0,0.0,2.0
0x55ea982cebff271722419595e0659ef297b48d7c,0.6630346495018747,0.9547838,1,26232.085687000003,106,1761083339,0.43112670548612364,0.4321694583536942,0.43112670548612364,0.43112670548612364,3.4414528237125035,0.2597677135850314,0.43112670548612364,0.195346898681639,0.0,,0.4243711534003625,0.20882723670020573,0.4243711534003625,0.42221849172145626,0.4094370623630675,,9,0.9986714261929254,-0.18002715550008583,0.43112670548612364,0.8604179558137077,409.4638,5803323.0,5803323.0,5.16258892582672,774.8714479999999,4679212.0,,0.5,2.0
0xbd810a483eb846da535405a442532f86dcfe1f7f,0.6550443896170306,0.94647044,1,79898.12665900002,158,1762745105,0.016261841746073914,0.016367599841201806,0.01617783378967999,0.016261841746073914,0.16831531427262938,0.1320042710775399,0.016261841746073914,0.05711415888339957,0.0,452.0892990913043,0.023069000886659564,0.07453879849417114,0.04613800177331913,0.4645966756904114,0.4475858720049545,,14,0.9986714261929254,-0.44812415381061105,0.016261841746073914,1.0,199.999999,1754.0,1754.0,0.0006296042502953289,199.999999,-2784123.0,,0.0,1.0
0xe744061988303929d6d9289fb168e0576498a38f,0.6539965769086741,0.9453871,1,658.689011,8,1765993236,0.20273612163833588,0.2037788745059063,0.20273612163833588,0.20273612163833588,0.49738735046343685,0.2771698150286248,0.20273612163833588,0.22108502717157494,0.0,,0.0,0.26108502689839197,0.0,0.26617002220116265,0.22417002223510013,,1,0.9986714261929254,-0.9721535124684272,0.20273612163833588,1.0,443.999997,8284.0,8284.0,0.0013728851536159714,443.999997,-6025724.0,,0.0,1.0
0xc37002d5a6307806d3b2fcfb3c2c205a11305c89,0.650717298299736,0.94200665,1,5362.140354999999,75,1762750181,0.2537211079258839,0.2542331314918294,0.2537211079258839,0.2537211079258839,1.041429449837802,0.16517028176056012,0.2537211079258839,0.2232850125259695,0.0,1105.0021240899987,0.28649681320638865,0.23130550691773383,0.3192725184868934,0.1152549944982271,0.08483179896008479,,4,0.9986714261929254,-0.44894307799333244,0.2537211079258839,1.0,125.0,290.0,290.0,0.00010390716002741716,125.0,-2790663.0,,0.0,1.0
0x44c2f518cbd0ada57dd37433cfb4902974206ab4,0.6466065772626018,0.93778974,1,1.999998,2,1762675973,0.6767467387904896,0.6777894916580599,0.6767467387904896,0.6767467387904896,0.9585390915367942,1.2506590559056023,0.6767467387904896,0.13788498507104824,0.0,,0.6767467387904896,0.18388500957106413,0.6767467387904896,0.5429461703215442,0.47594614582152833,,1,0.9986714261929254,-0.4369709097995991,0.6767467387904896,0.43633577118197764,97.2985995,4640.0,4640.0,0.0017079262131705405,141.09588933333333,-2712105.0,,0.0,4.0
