wallet,pred_prob,pred_prob_raw,flagged,volume,n_trades,first_trade_ts,adaptive_markout_raw_grosswt_h0p070,unrealized_edge_per_open_token,adaptive_markout_raw_grosswt_h0p010,adaptive_markout_raw_grosswt_h0p150,unrealized_edge_per_open_token_sqrt,buy_markout_adj_grosswt_h0p070_lb0p150,adaptive_markout_raw_grosswt_h0p200,buy_markout_adj_grosswt_h0p030_lb0p200,high_sell_nonflattening_cash_frac_pctl90,realized_pnl_per_closing_trade,adaptive_plus_realized_alpha0p25_h0p030,buy_markout_adj_grosswt_h0p030_lb0p010,adaptive_plus_realized_alpha0p5_h0p070,buy_markout_adj_mean_h0p200_lb0p030,buy_markout_adj_mean_h0p200_lb0p200,sell_markout_adj_median_h0p150_lb0p010,n_distinct_buy_days,major_move_time_remaining_pct,time_to_major_move_pct_of_market,adaptive_markout_raw_grosswt_h0p030,herfindahl_index_markets,median_bet_size_usdc,time_since_first_deposit_to_first_trade_seconds,wallet_age_seconds,wallet_to_market_age_ratio,avg_bet_size_usdc,wallet_minus_market_age_seconds,funder_flagged_wallet_count,winrate,n_markets_traded
0x6caa2c412b161d8858945a1d6dab4528618f5917,0.6926029902853691,0.98645455,1,1076.3955749999998,24,1770430273,0.4171908264972043,0.4182019488419872,0.4171908264972043,0.4171908264972043,1.5171279748931754,1.0909756994205513,0.4171908264972043,1.0919757085405686,0.0,,0.4171908264972043,1.129422825904093,0.4171908264972043,1.318629236068062,1.2645992307895582,,1,0.9973649602145014,-0.9749145413122158,0.4171908264972043,1.0,600.0,670.0,670.0,3.428939853170748e-05,600.0,-19538897.0,,0.0,1.0
0xfd77eb035c313edd0bcf47fc5eeb2a2af10b218d,0.6911459668622661,0.9848567,1,42.85185,3,1770302967,0.4641051562551656,0.46511627859994825,0.4641051562551656,0.4641051562551656,0.7876047821258061,1.1337034896476115,0.4641051562551656,1.1297034896476115,0.0,,0.4641051562551656,1.1547034913756116,0.4641051562551656,1.1657034896476115,1.1297034896476115,,1,0.9973649602145014,-0.9685455195743633,0.4641051562551656,0.6327673358568183,343.309575,298383.0,298383.0,0.015370852473083892,516.427213,-19113878.0,0.0,0.0,4.0
0x71645196d4a4856ebfd8e57d5582c209a6f8827f,0.6864452622639666,0.9797299,1,8296.216996,45,1770577663,0.15803701572711515,0.1606718005143288,0.15803701572711515,0.15803701572711515,0.8263758273477719,0.6439553702697944,0.15803701572711515,0.6381539343490965,0.0,-43.42883951111111,0.151663084469149,0.6472896924120196,0.14528915321118288,0.9621360820028819,0.9192024688255197,,1,0.9973649602145014,-0.9822883501974379,0.15803701572711515,1.0,499.999998,146.0,146.0,7.416077558355006e-06,499.999998,-19686811.0,,0.0,1.0
0x50e0da9de3318a5f81fb543d00d887d259580cf1,0.6860854374044791,0.9793392,1,770.6426650000001,5,1770585919,0.5600777906016058,0.5610889129463885,0.5600777906016058,0.5600777906016058,1.0468143814000073,1.8537820118683768,0.5600777906016058,1.848384362627024,0.0,,0.5600777906016058,1.8703677519024546,0.5600777906016058,1.9512204045720984,1.8894237249467598,,1,0.9973649602145014,-0.9827013915581571,0.5600777906016058,1.0,342.999999,48.0,48.0,2.437140436104956e-06,342.999999,-19695165.0,,0.0,1.0
0x40d9ac81a425f14d2c490c41ac8969c0cbcfd472,0.6675950788371473,0.9595719,1,28374.617995,34,1770410959,0.02489377829830734,0.02499862444961255,0.024893778298307342,0.02489377829830734,0.23169581776807766,1.1679015931911703,0.02489377829830734,1.164472160481622,0.0,993.0497116425,0.05376902105731853,1.167849194912589,0.10753804211463706,2.248337786587666,2.2043377778008333,-1.1929054731456712,1,0.9973649602145014,-0.9834267154011447,0.02489377829830734,0.6011530833250378,471.1575315,298.0,298.0,1.526619557646102e-05,471.1575315,-19519955.0,,0.0,2.0
0x8785662663372eab8d76ae9d850e5c09adca8cc1,0.6542059133701813,0.94560343,1,10459.067398,22,1770598635,3.5804861682561907e-07,3.972868214092486e-07,3.5804861682561907e-07,3.5804861682561907e-07,0.0005704222311198508,3.1280071800871148,3.5804861682561907e-07,3.1199107022976293,0.0,474.3008194984614,0.08698381397465563,3.137910714302907,0.17396726990069444,6.373313154080813,6.292313147533225,,1,0.9973649602145014,-0.9833375633051173,3.5804861682561907e-07,1.0,989.399999,26.0,26.0,1.3192659665051563e-06,989.399999,-19707903.0,,0.0,1.0
0x9cdfff709223541ed92059bd32357f0a6ab04983,0.6526625572209199,0.94401014,1,2780.151344,11,1770601239,0.6910876406305119,0.6920987629752945,0.6910876406305119,0.6910876406305119,2.0381733970614864,4.09926695597945,0.6910876406305119,4.08896518690333,0.0,,0.0,4.1226680808106035,0.0,4.924894429150248,4.8478513702636645,,1,0.9973649602145014,-0.983467839431972,0.6910876406305119,0.893200427829685,79.9999995,18828.0,18828.0,0.0009552253102440203,662.49999975,-19691705.0,0.0,0.0,2.0
0x678632e6ff02947d67da69a348a77fc8494e0178,0.6500117500009138,0.94128126,1,3054.9980920000003,12,1770571913,4.2581831104460015e-07,5.254779157571662e-07,4.2581831104460015e-07,4.2581831104460015e-07,0.0005551279385338545,1.0522300928416763,4.2581831104460015e-07,1.0480312655499908,0.0,218.91607185599997,0.05925507878513971,1.0500312673420518,0.11850973175196838,2.1481981093832556,2.0768031596310292,,1,0.9973649602145014,-0.9820006820985843,4.2581831104460015e-07,1.0,491.669999,82.0,82.0,4.16641113525202e-06,491.669999,-19681125.0,,0.0,1.0
0xc84ea31de4f974f4819c00d75f6d25b4ce5492fe,0.6446340121235964,0.93577415,1,7320.276445,7,1770592555,-0.0013300050564555392,-0.001667045157522762,-0.0013300050564555392,-0.0013300050564555392,-0.0028874098263611506,0.6020226966804034,-0.0013300050564555392,0.600223478450199,0.0,408.7882938824295,0.04459638662909357,0.6057750475226346,0.09052277831464267,1.844668615972273,1.8006686139081438,,1,0.9973649602145014,-0.9830333855588513,-0.0013300050564555392,0.5138430232377171,413.558288,942.0,942.0,4.781277127847239e-05,471.22989199999995,-19700907.0,,0.0,2.0
0x38eec01ca767f41c0146d542fb96eba44e2c2ecd,0.6376705213609135,0.92869824,1,96.226414,3,1770574657,0.48472412625014843,0.485735248594931,0.48472412625014843,0.48472412625014843,0.7929398112313141,1.2698397075463626,0.48472412625014843,1.2614420604875392,0.0,,0.48472412625014843,1.274334121147664,0.48472412625014843,1.5424930805160901,1.479133607728322,,1,0.9973649602145014,-0.9821379623182807,0.48472412625014843,0.5,49.999999,206.0,206.0,1.046537862241173e-05,49.999999,-19683745.0,,0.0,2.0
