tag,label,algo,nf,kind,pair_score,pair_raw,default_threshold,default_flag,tuned_threshold,tuned_flag,test_precision,test_recall,n_test,n_test_insiders,reached_target
xgb_insider_20feat_v2_mstr,xgb 20feat v2 (mstr),xgb,20,prob,0.8162859828192104,0.915031373500824,0.15,True,0.5570328844027443,True,0.3157894736842105,1.0,42.0,6.0,True
rf_insider_meta_v5,rf 10b+10m v5 (tuned),rf,20,prob,0.79388750259602,0.79388750259602,0.5,True,0.5532708599165056,True,0.7291666666666666,1.0,245.0,35.0,True
xgb_insider_20feat_v2_stable,xgb 20feat v2 (stable),xgb,20,prob,0.7809847486017619,0.8713731169700623,0.15,True,0.037590307434858555,True,0.2857142857142857,1.0,20.0,4.0,True
retrained_rf_insider_25ir,retrained_rf_insider_25ir,rf,20,prob,0.7676505468310237,0.7676505468310237,0.5,True,0.6299768381222415,True,0.8048780487804879,0.9705882352941176,235.0,34.0,True
rf_insider_25ir,rf 25ir-hidden (20f),rf,20,prob,0.6724767979841508,0.6724767979841508,0.5,True,0.3456836178384165,True,0.673469387755102,0.9705882352941176,235.0,34.0,True
xgb_insider_20feat_v2_axiom,xgb 20feat v2 (axiom),xgb,20,prob,0.6358883114721525,0.7941345572471619,0.15,True,0.10254612152144237,True,0.3684210526315789,1.0,49.0,7.0,True
rf_insider_0ir,rf 0ir-hidden (20f),rf,20,prob,0.6305952380952381,0.6305952380952381,0.5,True,0.10619841269841271,True,0.3191489361702128,1.0,105.0,15.0,True
xgb_insider_0ir,xgb 0ir-hidden (30f),xgb,30,prob,0.6047578066828204,0.9316682815551758,0.15,True,0.05176425245510126,True,0.26785714285714285,1.0,105.0,15.0,True
xgb_insider_25ir,xgb 25ir-hidden (30f),xgb,30,prob,0.6009917787233977,0.892305314540863,0.15,True,0.5190074686554444,True,0.8461538461538461,0.9705882352941176,235.0,34.0,True
xgb_insider_meta_v7,xgb 20b+10m v7,xgb,30,prob,0.5971288306098551,0.8828210234642029,0.15,True,0.11781555554792594,True,0.7727272727272727,0.9714285714285714,245.0,35.0,True
retrained_xgb_insider_0ir,retrained_xgb_insider_0ir,xgb,30,prob,0.5610728107409938,0.8817359805107117,0.15,True,0.057062343437807715,True,0.3333333333333333,1.0,105.0,15.0,True
rf_insider_meta_v4,rf 10b+17m v4 (axiom),rf,27,prob,0.5433333333333333,0.5433333333333333,0.5,True,0.25333333333333335,True,0.4375,1.0,49.0,7.0,True
retrained_rf_insider_0ir,retrained_rf_insider_0ir,rf,20,prob,0.5327420437841812,0.5327420437841812,0.5,True,0.12686061022701514,True,0.3409090909090909,1.0,105.0,15.0,True
retrained_xgb_insider_meta_v7,retrained_xgb_insider_meta_v7,xgb,30,prob,0.5324827588628974,0.8134548664093018,0.15,True,0.26391361326968754,True,0.7555555555555555,0.9714285714285714,245.0,35.0,True
retrained_xgb_insider_25ir,retrained_xgb_insider_25ir,xgb,30,prob,0.48602625164045876,0.8265911340713501,0.15,True,0.42393381555246984,True,0.825,0.9705882352941176,235.0,34.0,True
xgb_insider_meta10_v6,xgb meta-only v6,xgb,10,prob,0.48455202787221335,0.8849070072174072,0.15,True,0.07371700674670265,True,0.5483870967741935,0.9714285714285714,245.0,35.0,True
xgb_insider_meta_v5,xgb 10b+17m v5,xgb,27,prob,0.47068474272968863,0.75990891456604,0.15,True,0.4641391656444557,True,0.7555555555555555,0.9714285714285714,245.0,35.0,True
