wallet,pred_prob,pred_prob_raw,flagged,volume,n_trades,first_trade_ts,adaptive_markout_raw_grosswt_h0p070,unrealized_edge_per_open_token,adaptive_markout_raw_grosswt_h0p010,adaptive_markout_raw_grosswt_h0p150,unrealized_edge_per_open_token_sqrt,buy_markout_adj_grosswt_h0p070_lb0p150,adaptive_markout_raw_grosswt_h0p200,buy_markout_adj_grosswt_h0p030_lb0p200,high_sell_nonflattening_cash_frac_pctl90,realized_pnl_per_closing_trade,adaptive_plus_realized_alpha0p25_h0p030,buy_markout_adj_grosswt_h0p030_lb0p010,adaptive_plus_realized_alpha0p5_h0p070,buy_markout_adj_mean_h0p200_lb0p030,buy_markout_adj_mean_h0p200_lb0p200,sell_markout_adj_median_h0p150_lb0p010,n_distinct_buy_days,major_move_time_remaining_pct,time_to_major_move_pct_of_market,adaptive_markout_raw_grosswt_h0p030,herfindahl_index_markets,median_bet_size_usdc,time_since_first_deposit_to_first_trade_seconds,wallet_age_seconds,wallet_to_market_age_ratio,avg_bet_size_usdc,wallet_minus_market_age_seconds,funder_flagged_wallet_count,winrate,n_markets_traded
0xfbb784750c920c859d592ff2b2bd407de33bb779,0.49533856579101393,0.83523387,1,133.748498,3,1764797561,0.30160717654976643,0.30194364762954606,0.30160717654976643,0.30160717654976643,0.5250634499594017,4.8046256370066,0.30160717654976643,4.706291779451803,0.0,73.74882087198607,0.3311659799333217,4.709091794379242,0.3607247833168769,7.219800033903361,7.219400033903361,,1,0.07268341763133024,0.00381918938978265,0.30160717654976643,0.49640548154414554,8.499997,1046892.0,1046892.0,0.2405275886264435,22.337756,-3305590.0,,0.0,7.0
0xc1259ddd92f58aded52d029e37e3fbbebafaa4c1,0.4656966689180087,0.8076837,1,65186.859116,97,1764658310,0.15939508623053217,0.1595924515412346,0.15939508623053217,0.15934613610972365,1.3126286617580254,0.8041963465143134,0.15932166104931939,-0.08373586007681719,0.0,5185.628806436251,0.2531224220003029,-0.08221828218324058,0.34684975777007365,7.317772587887713,7.312842576272982,,2,0.07268341763133024,0.033365075040706196,0.15939508623053217,1.0,24.112,88.0,88.0,2.08865832421721e-05,830.803678745098,-4213143.0,,0.0,1.0
0x18cf20cc39cfbe354b5f1923672720e78066cb22,0.4572316410905777,0.7997832,1,183.36444,15,1764550776,0.6399449136517431,0.641326059811849,0.6399449136517431,0.6399449136517431,1.9666587608932267,1.3376125771497516,0.6399449136517431,0.03367122920139428,0.0,30.51432,0.6528859259391784,0.038228621872551743,0.6658269382266138,3.1678848269029487,3.1649348290679487,,4,0.07268341763133024,0.056181336809644385,0.6399449136517431,0.2765446394952328,8.1715,979499.0,979499.0,0.23857069822736554,30.338510717032968,-3126198.0,0.0,0.1875,16.0
0x52830fbbef5ca1ddee6de5c12d975f962ad59a3f,0.41932761138173336,0.7640552,1,48.070038,5,1764816665,0.297714965158492,0.29838915459685694,0.29159411829451176,0.297714965158288,0.7307183598232199,4.74663442742962,0.2980550122064909,4.743767458101893,0.0,13.0321812915,0.36900919248664593,4.748968007114978,0.44030341981479987,7.1345,7.1309000000000005,,1,0.07268341763133024,-0.0002342436159066692,0.297714965158492,0.2644106420660578,10.0,3238234.0,3238234.0,0.7407458071281223,18.59846992,-1133352.0,,0.42857142857142855,7.0
0x0c4acd96e5befc4f43bc8f17ff638668557725b2,0.39009076458684855,0.73589885,1,2703.767838,24,1764603974,0.913843177291403,0.9148451812984159,0.913843177291403,0.913843177291403,3.2503559470905095,5.1109076977994246,0.913843177291403,0.08465980143316443,0.0,,0.913843177291403,0.08633682281978208,0.913843177291403,2.5781487647839323,2.573648764845253,,2,0.07268341763133024,0.044893934745330086,0.913843177291403,0.19477817538977923,291.415999,2169247.0,2169247.0,0.5215921536850534,358.9948045,-1989648.0,,0.3,10.0
0xaad7b8c2341ecfb9420f1effd3b0109fc0025557,0.3330835712361072,0.6785314,1,23.06295,3,1764462364,0.3243152969365487,0.3246492982722197,0.3243152969365487,0.3243152969365487,0.5623090792490675,0.060433991307153406,0.3243152969365487,0.09510000000000009,0.0,0.1192500000000001,0.325567801945315,0.09600000000000009,0.32682030695408126,0.3941003322826431,0.3893003322826431,-0.0005770473918533135,1,0.07268341763133024,0.06295488136961223,0.3243152969365487,0.06368106808395593,5.00299,99257.0,99257.0,0.02470748278999374,8.006012401889938,-3918028.0,,0.5555555555555556,35.0
0xa15abbcd222d38db5b32c96cafa0df909d694e72,0.2901617514199552,0.6320681,1,18.18597,4,1764817923,0.503739185184206,0.5047411891912191,0.503739185184206,0.503739185184206,0.9592726718743796,1.854829241127136,0.503739185184206,1.8515035156985598,0.0,,0.503739185184206,1.8575035156985595,0.503739185184206,1.876190392685586,1.8713153894609331,,1,0.07268341763133024,-0.0005011625188148122,0.503739185184206,0.026959711758493217,8.946,626428.0,626428.0,0.143254138496594,7.144742175475687,-3746416.0,,0.36363636363636365,55.0
0x2148038b6aa61e78dc69d1739e66684e42bf639e,0.22266901722427404,0.54959565,1,220.0,3,1764817681,0.7805611214631456,0.7815631254701586,0.7805611214631456,0.7805611214631456,1.2262808726600543,6.194900002494416,0.7805611214631456,6.199799999999999,0.0,,0.7805611214631456,6.2056,0.7805611214631456,6.2212000000000005,6.215800000000001,,1,0.07268341763133024,-0.00044981563924106763,0.7805611214631456,0.08041831445456675,6.3,1123894.0,1123894.0,0.25703093947265265,63.46958207439105,-3248708.0,,0.024390243902439025,41.0
0x03d0d65c51235e63805335b85ead75794830d647,0.20861132035624844,0.5303132,1,78.74501,6,1764817653,0.12768082450680934,0.12784163159057108,0.12768082450680934,0.12768082450680934,0.31912031047535006,3.6650452120271257,0.12768082450680934,3.667888399980659,0.0,17.18838,0.19013969605821832,3.671253807842948,0.2525985676096273,6.342700000000002,6.337300000000002,,1,0.07268341763133024,-0.00044387467796807244,0.12768082450680934,0.0,2.9932499999999997,639086.0,639086.0,0.14615784661391665,6.889509947933883,-3733488.0,0.0,,0.0
0x2dfa38917d695362dd03c9a1df081f1dfdc27fc6,0.2015087799893488,0.52020663,1,1572.698421,10,1764692324,3.051537243853939e-06,3.1109185089138418e-06,3.051537243853939e-06,3.051537243853939e-06,0.0017144897527079858,2.2251591412026657,3.051537243853939e-06,0.0964879799639576,0.0,541.7664843569863,0.11454198460223623,0.09913265404758469,0.22908091766722863,7.384948004812372,7.3786884644813915,,2,0.07268341763133024,0.026148080157146914,3.051537243853939e-06,0.47650212509975937,19.999998,15240.0,15240.0,0.003588208356240339,33.156824094786735,-4232005.0,,0.0,3.0
0x34f48b32d3dacc6aa1892a7f0629ed2e7f791476,0.1963961019268778,0.51276565,1,70.62254,6,1764817983,0.08438034391989073,0.08471444416258739,0.08438034391989073,0.08438034391989073,0.253149413338552,0.5055592313371258,0.08438034391989073,0.5031673263597954,0.0,15.597180507066591,0.12094807620503337,0.5071896468652582,0.157515808490176,0.6970302411898351,0.6925902377599947,,1,0.07268341763133024,-0.0005138931501140877,0.08438034391989073,0.10503084257242394,1.9462,953878.0,953878.0,0.21813376191199257,3.8463943041825095,-3419026.0,,0.2,65.0
0xb08f6a09fa946ed8fe8a71d9c834d18ad2a74ab7,0.18739880239767345,0.49930668,1,580.039042,19,1764806187,-1.37088727697367e-08,2.7417745539473397e-08,-1.37088727697367e-08,-1.37088727697367e-08,7.41251521331536e-06,0.5450220941106372,-1.37088727697367e-08,0.5428217936904968,0.0,5.797938365538462,0.015538990019754373,0.5442404423041818,0.031077993748381515,2.820861864529994,2.764821863699134,-0.23469996851737848,3,0.07268341763133024,0.0019889489633234756,-1.37088727697367e-08,0.3138907713471767,5.939995,18190.0,18190.0,0.004170958389473501,8.279161424489795,-4342918.0,0.0,0.0,10.0
0x2fb55556a668279b8aecee4cf64970c1c454d9a0,0.18462436132432514,0.49505663,1,3704.149999,4,1764833435,0.029067955348769534,0.030069959355782556,0.029067955348769534,0.029067955348769534,0.04625461994550491,-0.06356531204478773,0.029067955348769534,-0.059545175007162714,0.0,,0.029067955348769534,0.03532585598926627,0.029067955348769534,-0.05719857060701547,-0.05923277108579467,,1,0.07268341763133024,-0.0037924550640541714,0.029067955348769534,0.3025063068749655,120.4319,2853209.0,2853209.0,0.6501771961983029,1115.1487827071824,-1535147.0,0.0,0.125,8.0
0xd0a35d545e970d34ad4be444459c97a276405a2f,0.15313814543306578,0.4429006,1,6.9642,3,1764793795,0.32781692384277705,0.32817247365171714,0.32781692384277705,0.32781692384277705,0.550917610268483,4.998474193548387,0.32781692384277705,4.989396774193548,0.0,2.766,0.4023207701706809,5.001387096774193,0.47682461649858476,7.3736000226790885,7.3732999999999995,,1,0.07268341763133024,0.004618248681000509,0.32781692384277705,0.035012932401536634,4.0599989999999995,2134622.0,2134622.0,0.49086259024502865,35.535102589709766,-2214094.0,,0.7404580152671756,131.0
0x330ae6d48c752158096e2b4cb725e2f026496f8c,0.1345494607470681,0.40785,0,385.03574799999996,8,1764784329,1.6192062734759197e-05,1.689183975570918e-05,1.6192062734759197e-05,1.6192062734759197e-05,0.0038351565266864828,3.4561378848275313,1.6192062734759197e-05,-0.10943128149278143,0.0,126.789054948,0.10430518246290332,-0.1091812766429379,0.20859417286307189,6.927640363200283,6.924740363200283,,1,0.07268341763133024,0.00662671794564954,1.6192062734759197e-05,0.2754686995698054,99.999996,62374.0,62374.0,0.014374373451633346,141.16333507792206,-4276876.0,,0.0,5.0
